zone,hour,minute,second,event,baseline_water,support_water,demand_water,baseline_bread,support_bread,demand_bread,baseline_milk,support_milk,demand_milk,baseline_eggs,support_eggs,demand_eggs,baseline_snacks,support_snacks,demand_snacks,baseline_coffee,support_coffee,demand_coffee,baseline_fruits,support_fruits,demand_fruits,baseline_vegetables,support_vegetables,demand_vegetables
Krishnagiri,11.06027777777778,3,37,rain,28.037994978054734,0,28.1655996798721,36.90394139758206,0,37.96706296656485,28.0,0,27.12161168013131,43.91159023305815,0,42.6942382491251,39.092342191470394,32,39.87830313564595,20.0,0,20.232517050040926,18.0,0,17.0381965826954,17.0,0,16.79362713708559
Vellore,21.053611111111113,3,13,weekend,37.727278941779964,13,40.76734724308296,33.16350779832507,14,36.80382623900817,28.0,0,31.56876643748545,48.19899329625811,63,54.45250495117203,47.78174030494075,3,50.869752488866766,20.0,0,21.89093276323994,18.0,0,20.34738924656587,17.0,0,18.878086569193396
Salem,19.983611111111113,59,1,rain,30.46411548521254,0,32.89075388681814,41.07025287760748,0,47.10225493427456,28.0,0,29.926578966369494,42.795009738268384,0,46.24925593007617,42.90399215480497,33,49.23717488795607,20.0,0,22.45834362168812,18.0,0,19.709868768115925,17.0,0,19.14523740162168
Pudukottai,17.30638888888889,18,23,weekend,37.86154046215629,6,38.06723326343159,38.300311465939544,20,38.60879527010576,28.0,0,29.867674971880213,47.052339145013335,50,48.648781132291134,28.41956323712548,3,28.40795651571195,20.0,0,20.400164179960434,18.0,0,19.03019054640138,17.0,0,17.975296743487544
Ooty,12.183333333333334,11,0,weekend,23.42485009104321,7,23.22119655018944,42.15278264391995,13,42.085067803415484,28.0,0,29.15939598825456,46.91917691378848,45,48.701591759491116,49.23476274080344,2,49.245057581845195,20.0,0,20.150305476036685,18.0,0,18.182387030323103,17.0,0,18.035212571381255
Perambalur,16.36277777777778,21,46,normal,39.13605020386118,20,39.39353896948939,41.89461863201859,28,41.50162352780899,28.0,0,28.426420138986874,42.830884456520046,0,42.44101727720494,31.96351280649583,5,32.30903989165067,20.0,0,19.622520775970777,18.0,0,17.774664997736682,17.0,0,17.667910495051608
Dharmapuri,1.9430555555555555,56,35,weekend,48.232025320958336,7,42.048491559354915,39.34489323207067,15,34.722172335026244,28.0,0,25.041704784702148,47.03003548747523,42,43.38989806233971,23.21228698834546,2,20.132350090349693,20.0,0,17.30431606779136,18.0,0,17.013155558037557,17.0,0,15.509760358264892
Ooty,9.754166666666666,45,15,rain,28.58909578998705,0,29.470644560550323,44.26338884162844,0,47.90898654632144,28.0,0,28.621973211266734,46.91917691378848,0,47.7621185370972,41.97774609884506,23,46.08556637770681,20.0,0,21.468810958812227,18.0,0,19.026966713484484,17.0,0,17.79653922569929
Salem,19.35027777777778,21,1,normal,30.991852204279624,15,35.21495309158285,46.51115891623186,37,50.97240496497156,28.0,0,30.444044480238873,42.795009738268384,0,47.30661680584853,39.490013090154434,3,44.06722058426216,20.0,0,22.411577041335214,18.0,0,19.173681350297986,17.0,0,18.71523743739588
Tirunelveli,16.87611111111111,52,34,weekend,38.840222090008695,8,37.5299368651526,44.39081528207452,12,43.25980600906353,28.0,0,28.84271639107746,42.33256633042416,60,44.255408869063906,26.651075201973363,2,26.662080755625606,20.0,0,20.25594969197873,18.0,0,18.3271147117021,17.0,0,17.222643551177878
Vellore,12.780555555555557,46,50,weekend,37.727278941779964,13,36.82807204253191,33.16350779832507,14,32.67912124274931,28.0,0,28.65052101161263,48.19899329625811,63,48.91994084367591,47.78174030494075,3,47.04840118732245,20.0,0,19.90421382053426,18.0,0,18.56111558405083,17.0,0,16.59707358812289
Madurai,15.419722222222221,25,11,weekend,33.72574005744715,6,33.24859586636447,35.07288372339271,19,35.1380906410398,28.0,0,29.466310122568792,49.76319964741091,57,52.41876826955093,34.3616909478299,0,34.81462743598071,20.0,0,20.6781108706089,18.0,0,18.066124565643754,17.0,0,18.346513798474493
Coimbatore,5.235277777777778,14,7,weekend,43.767768157330956,5,41.85130541521848,39.566282936927436,19,37.559522617117565,28.0,0,27.61449183468636,43.85765828683595,66,42.58191710668594,40.68923477348823,3,37.87720822335131,20.0,0,18.571617182788252,18.0,0,17.64697544938267,17.0,0,17.13114624474643
Krishnagiri,11.314722222222223,18,53,weekend,22.021440552288443,5,21.62760249747517,33.98704088769471,17,33.74438515084269,28.0,0,28.967695798213363,43.91159023305815,59,45.20778074215484,48.179345098962024,2,47.869492615332625,20.0,0,19.856739069256406,18.0,0,18.681324317860906,17.0,0,16.5083053963405
Pudukottai,17.36416666666667,21,51,normal,40.17823385325815,17,40.59506450676139,42.63016247598119,46,43.67933935141313,28.0,0,28.595918061682973,47.052339145013335,0,47.278469656354474,26.472202597790183,3,27.097747632945694,20.0,0,19.22323951371311,18.0,0,17.870791827458923,17.0,0,16.827220828485324
Chennai,19.635277777777777,38,7,rain,38.69169460353284,0,41.454952039994666,40.29866117288363,0,45.59798299489474,28.0,0,30.29044192442979,46.755116111988286,0,50.23315755994345,41.59902003798844,29,47.4599233981276,20.0,0,21.598530599487717,18.0,0,19.009551626258496,17.0,0,18.86796847294369
Theni,12.642222222222221,38,32,rain,38.19004885214979,0,37.05454648946005,44.333205526315936,0,45.15079126522117,28.0,0,27.02338407196372,44.20381477073529,0,42.39095135194701,45.05616956083969,11,45.31233893139233,20.0,0,21.084986136839426,18.0,0,17.45743395280008,17.0,0,17.767470690880067
Viluppuram,7.724722222222223,43,29,normal,32.311841906357756,18,34.099215478983716,42.33646153154534,37,43.217966777584586,28.0,0,28.778769494240304,42.84054514959321,0,44.71241855425406,27.330810800132806,3,27.57657835546123,20.0,0,19.941391922576937,18.0,0,18.06830002694662,17.0,0,17.76861426658214
Kanyakumari,9.311944444444444,18,43,weekend,49.216612829768266,1,51.502836061308166,39.23145357341949,16,41.9993134196753,28.0,0,30.126565233417463,46.56479008021971,54,50.78198431688548,41.863832915295156,0,43.90433015234167,20.0,0,21.152723941140998,18.0,0,19.43617887294716,17.0,0,18.680552869803904
Bodi,18.071666666666665,4,18,normal,43.7691805850676,17,47.31599214964039,45.10647409133021,38,47.998536182770295,28.0,0,30.724434714334745,46.312237496988104,0,49.855290308429275,35.005235627037244,7,37.64878817730456,20.0,0,21.16625503501173,18.0,0,19.18845178357348,17.0,0,18.593047775390986
Virudhunagar,11.408611111111112,24,31,rain,44.350793481000736,0,42.89188421216446,39.17951110800057,0,40.311286852098554,28.0,0,27.97602343132998,40.43468399020969,0,39.60963387738345,36.442483195672004,35,37.13840519684997,20.0,0,19.610746913893415,18.0,0,18.06651043045886,17.0,0,17.15965545481283
Cumbum,18.58888888888889,35,20,rain,35.11908014464723,0,37.21275754102972,48.36569397865607,0,55.67305213301957,28.0,0,29.795410597066024,41.388345997514556,0,44.374896797965036,32.75549403283424,21,36.26522602931195,20.0,0,23.26664149115744,18.0,0,19.78854690636131,17.0,0,19.25767731183125
Chennai,4.179444444444445,10,46,weekend,38.07906527215725,6,33.54098377612135,41.16424113198611,15,37.48829574423785,28.0,0,25.76229086562662,46.755116111988286,55,42.613268808547936,25.222384006616462,2,22.433423168034274,20.0,0,17.27924393030935,18.0,0,16.28839666562774,17.0,0,15.88164696008724
Perambalur,22.362222222222222,21,44,rain,39.947734156669284,0,35.5516226806415,40.604214214748886,0,37.869336232694685,28.0,0,25.255968062922527,42.830884456520046,0,37.912366969811416,47.42780520358114,28,44.50613177917591,20.0,0,18.540323396402865,18.0,0,16.15361017285905,17.0,0,15.148825600502168
Pudukottai,2.7794444444444446,46,46,normal,40.17823385325815,17,35.69639370251294,42.63016247598119,46,36.81785689135317,28.0,0,24.192634865428474,47.052339145013335,0,42.00159564343493,26.472202597790183,3,23.352424838374503,20.0,0,18.430764388226304,18.0,0,15.785389110061253,17.0,0,14.931289815595418
Nagercoil,1.6397222222222223,38,23,weekend,36.76187015471747,8,32.86617027781916,42.983592760115535,16,37.827826233867384,28.0,0,25.74669767195481,43.54560165478784,44,39.26142659894123,22.49218157320404,4,19.429588140525322,20.0,0,16.738046171979743,18.0,0,16.63005263987254,17.0,0,15.594895801789923
Coimbatore,20.891111111111112,53,28,weekend,43.767768157330956,5,46.43318479455121,39.566282936927436,19,42.404542378027706,28.0,0,30.213773885716886,43.85765828683595,66,49.48217257251883,40.68923477348823,3,44.09928461476109,20.0,0,21.460718654820965,18.0,0,20.22345295389274,17.0,0,18.220901780011115
Ramanadhapuram,15.004166666666666,0,15,rain,38.663502020988375,0,39.05964014943003,46.168240212269,0,49.498280951443284,28.0,0,27.737288459984747,47.605870671869134,0,46.78001623746887,42.24953654856638,22,44.58670718175391,20.0,0,20.85096882267653,18.0,0,17.941003714820116,17.0,0,18.100279990078956
Theni,6.839444444444444,50,22,normal,27.774389228803496,7,28.98029227528758,42.97994616938519,36,42.99245444618936,28.0,0,28.571786393919005,44.20381477073529,0,46.21910150518402,31.262434629525817,6,32.27523359646925,20.0,0,20.78292551474494,18.0,0,18.826663961598538,17.0,0,16.68410696929812
Bodi,6.114999999999999,6,54,rain,35.24301855846298,0,36.68131710278819,43.08852707983893,0,47.372070426496485,28.0,0,29.157901798120484,46.312237496988104,0,48.61964697741813,45.086517299376204,27,50.24395490316712,20.0,0,22.145680873623455,18.0,0,18.850050624709485,17.0,0,18.297713476760475
Dindigul,2.1277777777777778,7,40,normal,38.50338188034666,17,33.97430292786316,44.630455786187014,44,39.61074378018579,28.0,0,24.719918828422234,39.642402141494664,0,34.78810780455554,26.31908254034386,12,22.548655552584037,20.0,0,17.434738134185142,18.0,0,15.414986231460091,17.0,0,14.23794862638945
Salem,4.47,28,12,rain,30.46411548521254,0,27.497755052783848,41.07025287760748,0,39.74388508656354,28.0,0,25.285951368540136,42.795009738268384,0,37.55348062308285,42.90399215480497,33,40.0827691242337,20.0,0,18.855755247980216,18.0,0,15.486040923402477,17.0,0,15.202483871016888
Cumbum,18.83,49,48,normal,40.76674865603148,18,44.26262008518531,49.15408934487722,37,52.70498641023409,28.0,0,30.516522910035032,41.388345997514556,0,44.49781576716905,47.691512153415324,4,51.84858210996954,20.0,0,21.820134652117318,18.0,0,19.611990969652773,17.0,0,19.25084708506699
Tirunelveli,1.2336111111111112,14,1,rain,39.232489486645534,0,33.89244696268658,41.38586655928871,0,38.96208559961534,28.0,0,24.419766646488345,42.33256633042416,0,38.57949752504016,40.88264477008581,27,39.09264088748632,20.0,0,19.158529168657353,18.0,0,15.985681298099504,17.0,0,15.505276659722824
Dindigul,17.7125,42,45,normal,38.50338188034666,17,39.40369431194939,44.630455786187014,44,44.37486079335528,28.0,0,27.90507733921431,39.642402141494664,0,39.501673680999716,26.31908254034386,12,27.17417233662221,20.0,0,20.36451491896105,18.0,0,17.106534636515107,17.0,0,17.469882065375202
Theni,21.0575,3,27,rain,38.19004885214979,0,41.415628648103535,44.333205526315936,0,50.91330934724329,28.0,0,29.383947892584953,44.20381477073529,0,47.03490131290653,45.05616956083969,11,50.60297474975186,20.0,0,22.964849199347608,18.0,0,19.296572525948818,17.0,0,18.901376400929333
Karur,4.059444444444444,3,34,normal,35.06662939339528,11,31.118497246412712,42.8568280809084,38,37.64305434048662,28.0,0,24.556332043834875,44.75094055807841,0,39.53682549941334,46.32712388343816,6,40.61764554367987,20.0,0,17.64295670531146,18.0,0,15.32581231363735,17.0,0,15.507651447059697
Bodi,21.00861111111111,0,31,weekend,26.71685653185835,12,29.989308448364884,41.07058006834765,11,43.564342060299325,28.0,0,31.09622407464195,46.312237496988104,54,51.861207480763596,29.595738987812993,2,32.55058225121481,20.0,0,21.027024277067568,18.0,0,19.98658389409527,17.0,0,19.33026311595427
Nagercoil,13.1175,7,3,rain,38.0797699655937,0,37.735013849473994,42.3424347694493,0,44.40002778856546,28.0,0,28.322941089806125,43.54560165478784,0,43.46869747860981,35.29953219912303,24,36.75047130373928,20.0,0,21.335605278269366,18.0,0,19.001685459564158,17.0,0,17.85337464156197
Tenkasi,17.88138888888889,52,53,rain,37.54459048558374,0,38.27977150414936,38.936052625740416,0,41.65578344684692,28.0,0,27.492790070171765,46.84848003316055,0,46.96388293573227,43.719207655035106,20,46.61679071303383,20.0,0,21.487508186640305,18.0,0,17.786418052308225,17.0,0,18.37197219080323
Coimbatore,20.948888888888888,56,56,normal,38.58726764809433,20,42.02068926751608,40.285698826583115,40,43.518175973909706,28.0,0,29.826374612858206,43.85765828683595,0,47.48915493905155,42.11676363644483,7,45.7422416119719,20.0,0,21.60856764774281,18.0,0,19.739883956952198,17.0,0,17.783277910679587
Pudukottai,2.525,31,30,weekend,37.86154046215629,6,33.50502185450874,38.300311465939544,20,33.38683884479503,28.0,0,25.905755470243914,47.052339145013335,50,42.949671711605966,28.41956323712548,3,24.96276420364968,20.0,0,17.307808333088985,18.0,0,16.46223454300837,17.0,0,15.98566794303826
Dharmapuri,22.822777777777777,49,22,weekend,48.232025320958336,7,42.25981565434269,39.34489323207067,15,33.570573810194084,28.0,0,24.5389415525495,47.03003548747523,42,42.848130450515704,23.21228698834546,2,20.08919349262001,20.0,0,17.366391627787923,18.0,0,15.422007755019523,17.0,0,15.048833275773505
Karur,7.3052777777777775,18,19,normal,35.06662939339528,11,36.82335575812083,42.8568280809084,38,44.86632701087972,28.0,0,29.519181284373563,44.75094055807841,0,46.972173900925654,46.32712388343816,6,48.54632366426175,20.0,0,20.65811909687968,18.0,0,19.614113441509797,17.0,0,17.331900845706127
Theni,21.424166666666668,25,27,normal,27.774389228803496,7,30.208486269852482,42.97994616938519,36,46.1195325709662,28.0,0,30.694400286495657,44.20381477073529,0,47.32267176847929,31.262434629525817,6,34.34156354564149,20.0,0,21.319773856521483,18.0,0,19.210628637537784,17.0,0,17.85668825160369
Viluppuram,4.112222222222222,6,44,rain,33.60818520372628,0,29.844749373536636,39.0893211634705,0,36.013882799391226,28.0,0,24.521347400448427,42.84054514959321,0,37.38734734180022,34.04026235129214,24,30.91563575156358,20.0,0,18.52532753986332,18.0,0,16.290429232527597,17.0,0,15.169292725211056
Pudukottai,20.42666666666667,25,36,weekend,37.86154046215629,6,42.13454685203342,38.300311465939544,20,41.64572841088007,28.0,0,31.962347145291005,47.052339145013335,50,52.71743281699114,28.41956323712548,3,30.25005085703772,20.0,0,21.461184311361514,18.0,0,20.54044109373212,17.0,0,19.27979493926585
Dharmapuri,19.956944444444442,57,25,normal,30.821988115774875,13,33.841013688824226,38.085268435163854,35,40.222922948569625,28.0,0,29.463582674022664,47.03003548747523,0,49.786500826027655,43.79800442850418,5,48.15709066254694,20.0,0,21.427523023150787,18.0,0,19.267688464003776,17.0,0,18.026905604264627
Coimbatore,11.36361111111111,21,49,rain,41.177517902712644,0,40.436826842505454,39.925990881755276,0,41.584175060620744,28.0,0,27.894295462383774,43.85765828683595,0,43.621826153249295,48.59837205358705,26,49.94110296061923,20.0,0,21.181734436096754,18.0,0,17.466012614416957,17.0,0,17.96234304047868
Dindigul,5.006944444444445,0,25,rain,39.546621018905,0,36.331351374780844,42.5310672795623,0,41.27373644832483,28.0,0,25.964719793311783,39.642402141494664,0,36.79486679857262,39.436185183781845,30,37.89654233693647,20.0,0,19.35617044056081,18.0,0,16.704132881743618,17.0,0,16.400414298740273
Chennai,10.29111111111111,17,28,rain,38.69169460353284,0,38.02732654651954,40.29866117288363,0,40.85964300895064,28.0,0,26.818739997341506,46.755116111988286,0,46.21358845157345,41.59902003798844,29,42.735190868375625,20.0,0,19.505204733707604,18.0,0,18.061185262925253,17.0,0,17.68300512427124
Bodi,0.36666666666666664,22,0,normal,43.7691805850676,17,38.31535872639188,45.10647409133021,38,40.072392654438794,28.0,0,25.169886023015263,46.312237496988104,0,41.53986629928007,35.005235627037244,7,31.344054759218118,20.0,0,17.20143360246816,18.0,0,15.013913878713062,17.0,0,15.18606062611244
Kanyakumari,18.584999999999997,35,6,weekend,49.216612829768266,1,54.404760477105235,39.23145357341949,16,42.409568165203915,28.0,0,30.694207197526172,46.56479008021971,54,52.69767198472478,41.863832915295156,0,44.87812949692618,20.0,0,22.18103047820773,18.0,0,20.087246528947816,17.0,0,18.806833673674188
Coimbatore,11.2925,17,33,rain,41.177517902712644,0,41.090804447776456,39.925990881755276,0,40.79839261108847,28.0,0,28.307903948553964,43.85765828683595,0,42.91431811897841,48.59837205358705,26,50.67891468189551,20.0,0,20.69331159741938,18.0,0,17.525433593148417,17.0,0,16.749846386443213
Virudhunagar,2.36,21,36,normal,40.22809075568417,9,35.973648300741125,44.41962434322648,37,39.16348247544486,28.0,0,25.164408760973835,40.43468399020969,0,35.774595535343025,29.218368644243697,9,26.656978045173965,20.0,0,18.150241150402103,18.0,0,15.609113078535108,17.0,0,16.056643900368943
Salem,16.301111111111112,18,4,normal,30.991852204279624,15,31.211893150909226,46.51115891623186,37,47.56895048851344,28.0,0,28.072676866871817,42.795009738268384,0,43.867758689068616,39.490013090154434,3,40.37805124593655,20.0,0,20.795616756645074,18.0,0,17.762775462190934,17.0,0,16.490983008423452
Pudukottai,8.82,49,12,weekend,37.86154046215629,6,39.22061896411799,38.300311465939544,20,39.29972446519328,28.0,0,30.267050932112426,47.052339145013335,50,50.30817626493398,28.41956323712548,3,29.691356600661678,20.0,0,21.47746066428661,18.0,0,19.25102461816477,17.0,0,18.666916822796804
Trichy,2.4761111111111114,28,34,normal,32.479306100110314,13,28.929407590508564,42.755118180850474,24,37.56378496150186,28.0,0,23.9816125478481,43.72134429055531,0,38.3918577659045,40.05433803692343,0,36.30248151587861,20.0,0,18.28062388116091,18.0,0,14.4474495323738,17.0,0,14.937437680576627
Kanyakumari,18.71388888888889,42,50,normal,40.91867763801298,14,44.017136986581114,41.22047902430772,46,44.62985734597155,28.0,0,30.165252276442352,46.56479008021971,0,50.96859653019408,40.049794546320875,8,44.04405119373799,20.0,0,21.534955568813608,18.0,0,19.169767611858735,17.0,0,18.45130570544744
Coimbatore,11.475833333333334,28,33,weekend,43.767768157330956,5,42.34563655709166,39.566282936927436,19,37.89789339918462,28.0,0,28.54037608498214,43.85765828683595,66,44.499507213848254,40.68923477348823,3,39.532345405471474,20.0,0,18.19864543686509,18.0,0,17.71754591635749,17.0,0,17.767726027644635
Pudukottai,5.954166666666667,57,15,normal,40.17823385325815,17,36.548617837635554,42.63016247598119,46,38.47635739269495,28.0,0,25.804498857615645,47.052339145013335,0,44.0786843969523,26.472202597790183,3,24.72816470905347,20.0,0,18.835608591138122,18.0,0,16.322962689475006,17.0,0,15.481719716006607
Krishnagiri,2.828333333333333,49,42,weekend,22.021440552288443,5,19.326839746499203,33.98704088769471,17,29.090681861371237,28.0,0,25.882987587013602,43.91159023305815,59,39.79296067582163,48.179345098962024,2,41.573852612854964,20.0,0,17.55784644767303,18.0,0,16.41938437739982,17.0,0,15.825440175312009
Pudukottai,17.123055555555556,7,23,rain,39.01988715770722,0,38.48392272056085,40.46523697096036,0,42.670882607706396,28.0,0,29.024529625534132,47.052339145013335,0,46.76510147992277,38.27290797059502,23,40.24843662219175,20.0,0,21.682340588841562,18.0,0,18.317357091102647,17.0,0,19.005386781969754
Karur,7.1930555555555555,11,35,weekend,28.9237264257748,7,29.887539082988045,32.608115607663365,14,34.232880806606616,28.0,0,30.581418706040346,44.75094055807841,51,49.46855475088198,44.679762548690945,0,46.34702606162469,20.0,0,21.28816345854947,18.0,0,20.067677669235337,17.0,0,18.775851435120597
Dharmapuri,10.541666666666666,32,30,normal,30.821988115774875,13,30.33346214087537,38.085268435163854,35,37.36894042889681,28.0,0,27.654127761898128,47.03003548747523,0,45.977166560558,43.79800442850418,5,42.465859580631715,20.0,0,19.36819996589313,18.0,0,17.305300467406852,17.0,0,17.71124308032265
Tirunelveli,10.594444444444445,35,40,rain,39.232489486645534,0,37.690051262460365,41.38586655928871,0,43.07317385848709,28.0,0,28.064347466446062,42.33256633042416,0,41.15345876344945,40.88264477008581,27,41.85901218258479,20.0,0,19.97428257433334,18.0,0,17.788303282472754,17.0,0,18.145160522226387
Virudhunagar,2.247777777777778,14,52,weekend,48.47349620631729,2,43.02124568546256,33.93939787277466,11,30.313026296154643,28.0,0,25.421514805774766,40.43468399020969,49,36.514441365003194,39.087567533570414,2,35.0845826875861,20.0,0,16.895297808905706,18.0,0,17.088591257778567,17.0,0,16.4775540058913
Madurai,21.334722222222222,20,5,rain,41.34622390114707,0,45.238494853164696,38.9700071667711,0,44.72963775245065,28.0,0,30.126476941180417,49.76319964741091,0,55.13668458961888,41.92929403966443,21,48.435694388681924,20.0,0,22.98185991210026,18.0,0,19.456081833597025,17.0,0,19.679267626829443
Namakkal,5.9447222222222225,56,41,normal,46.000408795715074,17,42.086903724351366,47.500537005433976,36,42.87491424699743,28.0,0,25.127542131900107,43.77988940216618,0,39.358720608427184,29.12477557085127,4,26.40684089269517,20.0,0,19.074045678705534,18.0,0,16.12249218588823,17.0,0,15.748174771549376
Perambalur,19.170833333333334,10,15,rain,39.947734156669284,0,44.086861630185375,40.604214214748886,0,46.92563767634539,28.0,0,29.33209555783781,42.830884456520046,0,46.946542331946205,47.42780520358114,28,53.997738375492084,20.0,0,23.080300595187808,18.0,0,19.601994471850915,17.0,0,19.358242945602495
Namakkal,11.05638888888889,3,23,weekend,32.076010226182866,4,31.2096493036228,43.244467826232395,17,42.22398613012915,28.0,0,28.980381733139442,43.77988940216618,40,43.7440759175323,49.65261377539575,3,49.477381631898744,20.0,0,20.67274857367692,18.0,0,17.102385729382693,17.0,0,17.258570185852427
Cumbum,12.548333333333334,32,54,weekend,29.471411633262974,8,28.790984577033978,47.57729861243491,11,45.943382560155065,28.0,0,28.27803101449847,41.388345997514556,43,41.89053742050444,40.83514733104723,2,39.7370438612646,20.0,0,20.554625294842527,18.0,0,18.42170882280914,17.0,0,17.484722592876132
Virudhunagar,2.302222222222222,18,8,weekend,48.47349620631729,2,43.350471537804964,33.93939787277466,11,30.431459779120036,28.0,0,26.9475005111487,40.43468399020969,49,37.170678418477635,39.087567533570414,2,35.38331265692102,20.0,0,17.782082533044928,18.0,0,16.030851568633107,17.0,0,15.684683866404075
Tenkasi,20.49388888888889,29,38,normal,35.11028017839375,17,37.27377302934782,44.652961826854906,45,47.862427188317625,28.0,0,30.54879855384049,46.84848003316055,0,49.90555157783727,38.219946675145756,3,41.11940564226793,20.0,0,21.531663971465445,18.0,0,19.208588980627702,17.0,0,19.51849125109644
Dharmapuri,4.188888888888889,11,20,weekend,48.232025320958336,7,42.648495644585864,39.34489323207067,15,33.84834351756956,28.0,0,25.535489580319112,47.03003548747523,42,43.8591342185575,23.21228698834546,2,20.800465059790923,20.0,0,17.819512767947227,18.0,0,17.02812230321636,17.0,0,15.871435504974212
Kanyakumari,15.3525,21,9,rain,45.06764523389062,0,45.36795468498894,40.22596629886361,0,43.342986499937865,28.0,0,28.764709885072772,46.56479008021971,0,47.696574160876395,43.677871284269436,33,46.789298140869796,20.0,0,21.731172333484576,18.0,0,18.539426287600772,17.0,0,18.177358516883345
Viluppuram,4.604444444444444,36,16,normal,32.311841906357756,18,27.977011880642582,42.33646153154534,37,37.59021977295439,28.0,0,24.213965168658444,42.84054514959321,0,38.083617503603065,27.330810800132806,3,23.422581849724914,20.0,0,17.35376859724884,18.0,0,16.367016927396776,17.0,0,14.938418401349288
Pudukottai,11.756944444444445,45,25,rain,39.01988715770722,0,37.60407567428855,40.46523697096036,0,40.46211548126386,28.0,0,27.815568014636774,47.052339145013335,0,44.931526386894056,38.27290797059502,23,39.471612828797795,20.0,0,20.561038614901154,18.0,0,17.643221219614215,17.0,0,17.996168734488194
Dharmapuri,16.344444444444445,20,40,rain,39.52700671836661,0,39.43347294406999,38.715080833617264,0,40.53153413963025,28.0,0,27.95953111433887,47.03003548747523,0,47.89014250876439,40.070630429811445,20,42.60909569282674,20.0,0,21.125577975664548,18.0,0,17.89395509270178,17.0,0,17.755617082491437
Dindigul,23.93638888888889,56,11,normal,38.50338188034666,17,34.71953107282668,44.630455786187014,44,39.427496736757966,28.0,0,24.628457427918654,39.642402141494664,0,34.660161733330334,26.31908254034386,12,23.851813012240136,20.0,0,17.59888901005048,18.0,0,15.624470163568294,17.0,0,15.375879173743714
Dindigul,11.176388888888889,10,35,rain,39.546621018905,0,38.317107909322985,42.5310672795623,0,43.901758385300056,28.0,0,27.670816133585593,39.642402141494664,0,38.65106176938864,39.436185183781845,30,40.73132816726482,20.0,0,19.93038791090158,18.0,0,18.33477075026479,17.0,0,17.246083795914906
Karur,1.0102777777777778,0,37,normal,35.06662939339528,11,30.40416728980556,42.8568280809084,38,38.190011589936304,28.0,0,24.938997529727338,44.75094055807841,0,39.335793738368956,46.32712388343816,6,41.3934947326872,20.0,0,16.847021030605024,18.0,0,15.76589468928907,17.0,0,15.058146956485476
Vellore,3.2941666666666665,17,39,weekend,37.727278941779964,13,33.79109433980684,33.16350779832507,14,28.813574983854263,28.0,0,26.045349317382833,48.19899329625811,63,44.080998872621166,47.78174030494075,3,42.41840925962999,20.0,0,17.455527643901167,18.0,0,16.320912577953983,17.0,0,16.340570130727528
Coimbatore,17.71638888888889,42,59,weekend,43.767768157330956,5,43.47224158362162,39.566282936927436,19,39.156887931919684,28.0,0,28.86866736977401,43.85765828683595,66,45.67720733832776,40.68923477348823,3,40.900822617548215,20.0,0,19.949416406182074,18.0,0,19.312836107434794,17.0,0,17.56495428528149
Ramanadhapuram,0.5483333333333333,32,54,weekend,32.22203584783519,4,27.917262611711543,46.049332929064576,13,41.059604068884916,28.0,0,25.50243037709607,47.605870671869134,51,43.157566352565745,40.10648814684355,0,36.078879923565616,20.0,0,17.85613730366707,18.0,0,16.347337214267917,17.0,0,15.085818632180771
Krishnagiri,23.9625,57,45,normal,34.05454940382103,17,30.43881685541316,39.82084190746941,37,34.91032947082962,28.0,0,25.02011178793225,43.91159023305815,0,37.86072862622108,32.33806041486693,7,28.97412162612204,20.0,0,17.374045896134938,18.0,0,15.047920883500687,17.0,0,14.407907824467548
Ooty,18.298333333333336,17,54,weekend,23.42485009104321,7,26.078208566286623,42.15278264391995,13,45.96785747295815,28.0,0,31.47534747885903,46.91917691378848,45,53.26002711573467,49.23476274080344,2,53.5196784571157,20.0,0,21.871607957211804,18.0,0,20.560396979786194,17.0,0,19.237059632160406
Viluppuram,19.118055555555557,7,5,normal,32.311841906357756,18,35.36407354873232,42.33646153154534,37,46.66227241188804,28.0,0,30.460432517415573,42.84054514959321,0,46.368412172542236,27.330810800132806,3,29.51598385319821,20.0,0,21.611592863665372,18.0,0,19.35249631213797,17.0,0,19.176366274428275
Dharmapuri,4.934444444444445,56,4,rain,39.52700671836661,0,34.43473158315944,38.715080833617264,0,36.356637585871674,28.0,0,24.17899175004355,47.03003548747523,0,41.336728724144685,40.070630429811445,20,37.3959051117752,20.0,0,19.40758459920914,18.0,0,15.702429347278223,17.0,0,14.632197103472317
Madurai,3.758611111111111,45,31,weekend,33.72574005744715,6,29.45877701506831,35.07288372339271,19,30.088388084572184,28.0,0,25.140141890747252,49.76319964741091,57,44.89266871676473,34.3616909478299,0,30.165671552872723,20.0,0,17.71540421150744,18.0,0,15.950909122944298,17.0,0,14.706427369976437
Kanyakumari,21.77638888888889,46,35,weekend,49.216612829768266,1,53.533783320985904,39.23145357341949,16,42.338196481090165,28.0,0,31.298291692866215,46.56479008021971,54,51.47383418733046,41.863832915295156,0,44.10355832203673,20.0,0,20.891774346571204,18.0,0,20.489779377665833,17.0,0,18.450881101229037
Virudhunagar,20.93611111111111,56,10,weekend,48.47349620631729,2,52.03685877195793,33.93939787277466,11,36.89033953307068,28.0,0,31.58217035902678,40.43468399020969,49,45.33244040312306,39.087567533570414,2,42.53504812174205,20.0,0,22.271757250634376,18.0,0,20.331442383937176,17.0,0,19.092427541183184
