zone,hour,minute,second,event,demand_water,demand_bread,demand_milk,demand_eggs,demand_snacks,demand_coffee,demand_fruits,demand_vegetables
Z4,21.758333333333333,45,30,weekend,62.133741513822685,37.8118811932827,46.27391748870957,43.7418509086152,32.48226914306067,27.36308135714719,23.976805702078195,25.917792025387794
Z1,18.5,30,0,normal,57.436604683113636,28.324806097962053,35.02947171936149,36.640429246939576,30.960199794886414,26.817239060739492,17.6714139309407,19.57794465419256
Z1,6.5,30,0,rain,55.61598311172419,31.904548958550787,34.339833642350484,32.48461156895904,42.865855919788494,28.91109283586563,22.336435912403278,19.54395919073547
Z5,12.33888888888889,20,20,weekend,37.4706139453622,19.600307740258117,28.987349210347165,22.53484157831344,22.834786928165904,15.248092976355686,19.401657309721678,13.252534823489686
Z5,6.838888888888889,50,20,normal,42.882490443417545,19.678460788661784,24.51084061437155,21.022262781827468,27.20705822884678,18.10997506964475,14.765483261145128,12.683301630430464
Z4,9.758333333333333,45,30,weekend,40.71226465485024,20.763631780067012,25.217005650865143,25.80995916699829,22.255852557073254,12.689566172674706,12.802278836813917,10.30850361377546
Z2,9.097222222222223,5,50,normal,31.777282568745854,13.53966177861806,21.9561075590161,16.344058151332053,18.49524221101662,15.746792815844502,10.865933593200422,8.202638206637092
Z2,15.597222222222223,35,50,weekend,42.092306097348086,24.06934528640857,32.729997486114776,27.395416567468075,20.982221976610774,23.147219263271747,17.559993703008967,17.867548654062876
Z3,18.17777777777778,10,40,rain,68.33211721361367,32.91062298903282,43.79725884680921,41.828185512915695,37.3230044965371,30.041339363587635,26.729945310039835,25.419698251949196
Z3,6.177777777777778,10,40,rain,54.31771745570175,28.750832895731357,36.64075114490277,35.56999674855661,31.52673632891768,25.974762713537725,26.686539754691026,22.175954937891152
Z6,15.919444444444444,55,10,weekend,48.734047816788355,28.035549811524323,30.72179922064098,27.073539890205506,24.038065747778354,24.175287523567732,17.219360425226093,15.512760658544819
Z1,12.0,0,0,weekend,47.36921661036193,26.54573627665634,32.935951470024975,31.14123490232491,24.41629668174287,23.11436067929327,19.702975774894814,16.16330886718863
Z6,15.919444444444444,55,10,normal,44.160036920486654,22.024604050292684,29.423749507194213,22.193703146080328,25.025300365727468,25.974371085657896,18.490284352045368,14.055536240166697
Z2,3.5972222222222223,35,50,normal,31.009686548612073,13.868233329125456,16.408541162647403,16.428267298281774,14.464396367760642,15.228038849532997,16.772605758476004,8.906805448646912
Z3,12.677777777777777,40,40,normal,40.943364094341824,21.08610500836109,23.865068628077157,27.899485882831634,22.546313030488975,18.094834118727128,15.095531577134599,17.381474492932227
Z2,15.597222222222223,35,50,rain,45.57726197944828,25.688957794094215,28.06745651926086,24.97248541189699,25.133676498897714,22.76907067161794,19.1409385841912,13.202603928785722
Z2,9.097222222222223,5,50,rain,39.240623040129506,21.685268446209882,24.200144805129476,24.26130288635058,21.233719115025753,21.77878342113244,15.141153487911362,9.40086248187083
Z6,3.9194444444444443,55,10,normal,36.61876809547185,16.48407556464801,19.041983517441288,23.860122774721294,18.6291059741762,15.038539761900656,7.766833194178181,14.566781046111858
Z1,0.0,0,0,rain,38.6387123660705,19.604061595076523,23.34396989604664,23.821587883381262,26.757062742058206,15.404844718286881,11.867775906155615,11.302485886473063
Z2,9.097222222222223,5,50,weekend,35.59994962662263,13.763687297954798,27.349397400652233,26.811794947377138,17.76290685598272,12.68467891274246,16.510157732067576,10.4359866106273
Z5,0.33888888888888885,20,20,rain,34.181184616944414,14.732895441645624,23.02639496885875,16.262284228532536,21.856534433697167,24.064718648085783,16.40665880645503,14.48290291137865
Z6,3.9194444444444443,55,10,weekend,35.35085387358032,18.14579763042158,28.585541036420658,25.96517082228143,17.506900411924498,24.347835016899975,12.356964663866687,14.857421613578564
Z2,21.09722222222222,5,50,weekend,55.70561460712152,31.999040013735478,40.15851812577089,33.877580365633676,29.21647302419297,28.64529614061218,24.01213656087958,21.955981558400346
Z3,0.6777777777777777,40,40,normal,30.294131216171262,15.785556658624254,17.81624041389375,24.491587198012233,10.955282494760755,16.752827508249734,16.758860520351913,8.32529521679753
Z6,21.419444444444444,25,10,rain,66.65362451192824,26.455251978643336,43.5906836438153,29.561085692128117,43.887350875081964,39.5083106736472,24.9468988752989,21.395363468686945
Z1,6.5,30,0,normal,51.590267470459246,25.74891028366497,25.845090633694483,22.584108609891295,31.208958842239674,21.037978326072064,16.3709532946197,17.531293452075126
Z6,3.9194444444444443,55,10,weekend,39.27588451057908,19.672855882004626,26.414323168360223,24.258830721784527,24.493039686261284,19.64826544536156,16.140896584437204,13.704889811126257
Z5,12.33888888888889,20,20,normal,39.92575253556649,13.72826722662975,23.770398974284575,20.363630395664124,19.54888973145195,16.562957117112177,13.130645674658105,9.984798113061176
Z3,6.177777777777778,10,40,weekend,48.57012936199705,24.857330018671966,36.795024413768566,37.73171138152284,26.91117265386408,26.08846008194671,21.1037006060261,21.634545596621997
Z2,9.097222222222223,5,50,rain,36.623563867835855,13.252563734969899,20.92168002224403,24.5149967953505,13.67024491170535,20.381406031294528,11.888050180050605,16.45789845033209
Z2,9.097222222222223,5,50,normal,32.119902822527976,18.00564630920545,21.902358349646505,19.87056207173972,14.30462449610351,13.747937796503814,11.070637509055747,9.783847898298529
Z2,21.09722222222222,5,50,rain,59.59461343200866,33.67570366639331,38.508364060326514,34.6629448766087,35.99925143144826,32.16482836005769,23.818829523611573,23.06973471846102
Z3,18.17777777777778,10,40,rain,61.47284084510659,34.582229601729246,40.091583568579175,42.41068838860511,34.70158856931805,34.8719503064709,31.176091358432846,25.385785875030912
Z3,6.177777777777778,10,40,rain,59.35900642794925,29.569674960393883,33.06774674605906,37.785737191867256,28.72847877840684,24.720832867422196,20.856528265803707,17.323808207609257
Z1,12.0,0,0,rain,55.91797376159327,27.320110537873695,26.57888428752441,30.395646691074333,32.21445301298569,27.751008091951523,18.78037567052514,17.391683839693048
Z2,21.09722222222222,5,50,normal,50.97927208086453,19.212206420800307,33.6947834760844,27.915550582019506,20.297730026396888,28.276671826935633,23.571424032472333,21.86275303574143
Z1,18.5,30,0,normal,58.536998553426336,34.15288103348567,36.793512498285985,30.621588623371863,37.2130999171257,24.96902221103313,20.92347695658948,17.452380235761837
Z3,0.6777777777777777,40,40,normal,27.496666027655905,13.553040851456563,16.98113248063479,16.68139247929454,14.059453523279402,17.169197408553533,17.932558582268285,9.615844169111146
Z1,6.5,30,0,weekend,56.781311471625315,29.464300249364353,40.068172862616,36.06204089505283,37.56473289140823,25.449982017814303,26.371221280214243,14.749561370064853
Z4,9.758333333333333,45,30,weekend,38.03682638738428,24.21841868626217,23.039989433091993,26.436226322522682,19.636916666472537,20.303575413996047,12.128301168480586,15.253647899337263
Z3,12.677777777777777,40,40,normal,37.81344551056434,24.58266125769204,19.908607864065328,24.831271282545256,16.305256987311978,16.252833476769084,17.50380968934356,7.629604432157661
Z4,15.258333333333333,15,30,normal,47.32830175965229,20.909085109687975,33.87054288390931,30.35703570440788,21.02479113454106,19.134305913343862,13.494014542815195,15.66061704304874
Z4,15.258333333333333,15,30,rain,56.55627297116663,34.92139428279258,36.638845925730905,33.20350147231011,27.967426344927553,26.949597110689044,20.514461719751463,20.614959113541644
Z3,12.677777777777777,40,40,rain,46.566279381030206,25.780167743279698,23.71503346808504,23.276588354543524,27.41499015828117,25.75897839413675,17.822952526335392,12.48221257232713
Z2,21.09722222222222,5,50,weekend,56.5818192450583,33.04708587308598,37.10204961076689,37.0594707714787,23.89314604204049,27.958314185035572,24.38757296776251,21.779491069998198
Z6,3.9194444444444443,55,10,normal,29.528596308648403,15.333508576110576,19.45674528909211,14.588548297864671,15.789297307828278,18.180752135986655,11.326809850080053,8.520851418881675
Z6,3.9194444444444443,55,10,rain,37.647886859496786,20.427011302993805,21.95282496503806,19.451462253360553,20.029847233582384,23.87473753403572,15.619352941473446,13.668043042517667
Z5,0.33888888888888885,20,20,rain,34.11095840934093,15.17683136601391,19.825596767913325,16.260719468702387,19.33755343989081,17.86382288527064,16.496444311075713,13.056035401997441
Z5,6.838888888888889,50,20,normal,41.861859467083825,20.014204100905648,26.6804683074728,28.1926215256871,21.368270395335994,12.823533288215337,19.223694171677202,14.523555265985893
Z6,21.419444444444444,25,10,weekend,62.58089009685917,27.53386482920469,46.14413652565978,37.217840331418955,40.334054700082405,29.340341417846112,25.588005903050583,19.857451520031614
Z5,18.83888888888889,50,20,rain,54.906074308779004,25.257057153453186,30.760473044481127,31.20758002863491,35.54765498695608,29.917263613528075,20.678645295950737,13.238789172662864
Z2,3.5972222222222223,35,50,normal,30.634922572016077,12.571462748307322,16.316924138185264,18.825153354493047,15.503180449536153,15.971006398504706,15.011580360611532,7.579131559203567
Z3,12.677777777777777,40,40,normal,40.10365911781907,18.653916258090053,22.378361006196865,23.73261493033362,18.664700179788095,16.81094900438304,21.57861411166141,13.19691786357368
Z5,12.33888888888889,20,20,weekend,42.13783414028763,21.805786399697688,34.74277772932819,29.78827538880013,18.43152144297389,17.53637603723532,16.458967644792107,13.240896388519868
Z2,9.097222222222223,5,50,weekend,39.834070999831155,13.160487179863141,23.06388356202223,23.126500110108385,13.60871429579015,21.687076845133774,15.908822972376646,14.81266949060851
Z1,6.5,30,0,weekend,53.714505556508556,31.799743178878106,40.48794009026674,34.6901751805611,28.24575472850475,24.887365322575647,23.142733433081442,20.48628315343173
Z2,3.5972222222222223,35,50,rain,35.69705342570165,22.526042510267484,18.158679693326746,17.22213940369952,19.493538560817363,23.275305099165234,10.316539697512743,13.642163241955355
Z6,21.419444444444444,25,10,rain,66.44535952936552,35.39287170646895,47.39178320308582,36.645655710283776,43.42367484302292,37.98455400182012,26.83759326190224,23.74403994499528
Z6,15.919444444444444,55,10,normal,42.031805757863985,20.181276698565163,25.68102770140446,24.454372578140557,27.68721571994903,22.213792275228723,19.278645171245078,13.490014836113055
Z6,15.919444444444444,55,10,normal,46.716504643621654,20.718959692742775,29.655166097756887,20.245978238045232,28.51560829676133,20.419322481050138,12.434325798005156,12.222112300089098
Z1,6.5,30,0,normal,51.00225955830675,29.761561304174762,30.428623806389574,25.2874210101876,29.764024479929116,23.063969876607846,15.22114356954871,18.961139256627803
Z6,9.419444444444444,25,10,weekend,40.40160423320228,20.977528316949858,28.271769497431965,23.22611400685144,22.984259939264618,19.313462737734003,12.031736950729922,10.147582831342284
Z3,18.17777777777778,10,40,rain,64.65107648007343,29.35657344811866,35.16387636152464,42.99418927374861,33.329860337705156,30.888921212011113,24.22231736165795,22.572985078531772
Z5,6.838888888888889,50,20,weekend,45.532356088609696,22.533919933021238,34.005626138865956,28.288830195805346,23.243708957595537,18.78773399571545,21.786965136268016,17.062820672411927
Z5,6.838888888888889,50,20,normal,42.28952830169513,17.73491978284197,28.092507593677215,25.26632566818536,22.164298600574533,20.632415461404797,17.730626487703777,12.106382361935447
Z5,18.83888888888889,50,20,normal,50.24036470508834,18.921756094740672,30.866870859871263,29.097643408484753,26.46692319286044,20.812392181202753,23.950014613654087,18.809476318605892
Z2,9.097222222222223,5,50,weekend,32.009142729103196,17.987718688481284,23.360541594818933,18.33827878293278,22.42460588855123,18.778554009956448,16.174972247782726,10.966172152919466
Z3,6.177777777777778,10,40,rain,57.49905744963236,29.974379534532805,31.144479872621496,37.34488147611223,25.058396635401635,26.78764693401333,28.10119236919494,21.28261473278856
Z1,12.0,0,0,rain,50.102910434041995,27.270625340207726,31.418743592069145,25.49266705666145,31.819961067943023,26.057967136636634,21.702173478515242,16.5070826399833
Z2,9.097222222222223,5,50,rain,39.21761221625771,19.35705992296571,25.025508306402806,19.519003707488135,19.276558109329876,20.085806967643244,10.206232471993058,16.60086893187842
Z4,3.2583333333333333,15,30,normal,40.54474468888993,20.622127532363294,24.40772851705728,22.112736127564695,16.61631370285331,14.86239463240098,14.399753815798789,17.06769224758474
Z4,3.2583333333333333,15,30,weekend,37.589518279723706,23.699462941124775,20.329321493260714,29.64239399895232,22.54722636987646,16.999092837816594,17.50504037684439,16.58878170121891
Z2,3.5972222222222223,35,50,rain,34.730063679802825,18.958303443177726,24.631736243490582,21.658214268698355,19.07494648604551,16.17897512318884,11.872462292084702,12.470495056394462
Z6,9.419444444444444,25,10,weekend,38.995768161724705,15.597069836836205,22.569160876698305,24.67749480693881,22.7357089789508,13.100897410448585,18.212183127145334,14.446288400585601
Z3,6.177777777777778,10,40,rain,56.43832144992708,26.661666116540683,32.97472657514763,36.602573636889545,29.25506723509529,29.632625813817757,23.320025291911332,19.689262812381852
Z6,15.919444444444444,55,10,normal,42.36468931196759,24.36730196687973,27.92972125144766,27.01354555779785,24.843872592687013,22.48758773691042,14.1101124837718,13.998450488638955
Z4,9.758333333333333,45,30,rain,42.56252037544956,25.561494408389727,26.60835861920287,25.913552712555553,23.1318481954626,23.290590291341513,14.300336924243014,15.69797275261784
Z6,9.419444444444444,25,10,normal,34.41607532422016,20.412124009359182,20.491161393181336,18.375071915021596,17.888091321921742,15.844841838644383,9.27072779730413,13.87001533052982
Z4,15.258333333333333,15,30,weekend,51.37613617817909,30.380521673137963,35.35054753295092,32.36430843637954,28.089163207478848,16.121947052641666,20.74509732742891,19.067888234815214
Z4,3.2583333333333333,15,30,rain,39.29724146462987,24.004466317428037,19.864807918256666,28.413979161403642,20.578945591049962,23.110874889011082,14.75161935080961,17.16477856372897
Z3,18.17777777777778,10,40,weekend,61.6970785066744,30.077622447406185,38.81803722499817,40.65312993029703,30.070422809888807,27.797619231743234,33.851850220395306,19.657674365105336
Z2,21.09722222222222,5,50,weekend,56.25650170950168,24.467637493449534,38.49041745951014,33.923217510398324,27.625510868524362,26.012056655195387,25.42959316119119,21.62520367981522
Z6,21.419444444444444,25,10,rain,66.34586867925404,37.58754166037598,41.07300547809477,34.11899452620875,41.96946993217364,41.103539413479616,30.049279990388243,24.6120303916543
Z4,21.758333333333333,45,30,normal,53.90244126844533,30.301099636390795,35.68139570992941,38.62974837810109,29.791399554786445,26.221919931873774,25.1135075280489,18.70918740419287
Z4,9.758333333333333,45,30,normal,34.272906511322546,16.08680849077183,21.414268467309217,22.71322259930054,16.077892323685724,17.21597269248831,11.952046728339832,15.101615384828396
Z2,15.597222222222223,35,50,normal,41.995358631250156,18.95457817475056,21.873846330329904,21.641220498863152,23.178510093897316,24.202673645614244,17.069768095584195,10.889034887079076
Z6,9.419444444444444,25,10,rain,39.44739803463465,20.650446816309262,25.611324674675124,24.749583397320176,31.16760575403102,22.307959046436718,14.94718181498036,16.757156949373766
Z2,21.09722222222222,5,50,normal,47.33041289065474,24.96796005807156,36.659896569021825,30.087317048668265,25.97230857914948,24.776627927992315,20.06152658872138,17.50728514149161
Z3,0.6777777777777777,40,40,weekend,31.1397306559859,19.37533826557566,19.884381567861713,22.10461823593528,16.075674516915896,18.94281284208352,15.120167014860188,5.612251203085359
Z2,3.5972222222222223,35,50,weekend,30.181513723314197,20.028625999385493,25.19093967828853,21.00986828322594,16.498754131022388,16.784863415110927,13.310711508151554,13.044148718031606
Z2,21.09722222222222,5,50,rain,56.18180542505174,35.60418244397229,35.869122414979365,35.09500215906209,34.844517247677395,35.71758680276307,19.93509782542985,22.536707114443274
Z1,0.0,0,0,normal,35.51350886142236,17.729624051703787,22.11215984734602,17.77879435171229,20.54113285809178,14.890925450134082,13.294772839547587,13.5096575189569
Z3,12.677777777777777,40,40,rain,47.77112554051891,23.465075771918208,25.54020348069344,27.664142020982197,25.37270765232345,21.777818713507653,21.587768282776587,18.438910490563778
Z2,9.097222222222223,5,50,weekend,36.52155979853187,24.300274679420603,21.8981752633418,16.904698053375558,20.779175622643088,15.930181461517318,14.936165530359414,11.231413999871037
Z5,18.83888888888889,50,20,weekend,51.433182771220785,28.660120845919682,35.10121759742219,32.406448148468314,29.72063712218022,25.338443960280802,20.811647853796316,19.60392383671262
Z6,3.9194444444444443,55,10,weekend,36.32537550488087,20.49880896773275,22.197546685771716,23.783567881068798,17.87856159146632,14.993948004720519,16.41918363084469,16.58354144916812
Z4,3.2583333333333333,15,30,weekend,36.170086013745966,23.002984050134412,26.731921540176412,28.177430177169416,17.80718539239867,17.320857597691784,17.67208877491834,14.419127397899405
Z4,3.2583333333333333,15,30,normal,35.55071177309129,20.546328056821665,22.199550092701816,23.022708003414394,17.91897266249391,15.15706665145448,12.09637275467588,19.100108099479776
Z5,18.83888888888889,50,20,rain,58.68387752189603,29.548826067726992,33.7614526883777,31.89236783701969,33.82589943165673,28.999550971663936,23.965414281727977,23.78073111061093
Z6,15.919444444444444,55,10,rain,47.60332199316872,33.59613496162156,29.919000282099017,28.601861035263884,31.446772083675626,33.39942929572422,22.475394192333543,19.89966128294548
Z5,12.33888888888889,20,20,normal,37.035709381072714,11.135596034871813,23.405655754559476,20.488171906004567,20.75697488397986,11.879541717412698,19.66930977664605,15.19226959769823
Z3,0.6777777777777777,40,40,rain,27.77600274101576,20.82705617029238,21.573155565908426,16.598773984140635,20.47362654389354,20.61374756525238,16.756558679090727,14.786803272742189
Z3,6.177777777777778,10,40,rain,57.207354773985834,28.79483993102531,32.26021745465828,37.83939546062679,29.07987869043148,23.76926688331303,27.809356168742653,19.893886719944977
Z2,3.5972222222222223,35,50,weekend,31.16289936883063,16.344720683569538,22.28558012413495,18.54419787752929,15.94430017062748,16.120187811429567,13.944599306302015,5.54846723493171
Z6,9.419444444444444,25,10,rain,41.27728878385796,23.922725521276696,19.52357988117831,27.213735185733814,29.367830918731766,25.80704629858142,13.03788294316495,13.586093061524661
Z4,15.258333333333333,15,30,normal,46.60916230763744,24.87750444459831,26.631703569561832,31.23057165530974,21.65929305123112,21.131311044983683,17.50726099909804,23.22180376433963
Z4,15.258333333333333,15,30,rain,54.58140207267301,33.68959116800633,38.64318542088579,36.829843062933634,29.323561607403526,24.8653312906202,21.671028342026634,22.71261417123086
Z2,21.09722222222222,5,50,rain,64.06616441223827,33.344001837888015,35.76448784249714,35.57387461972807,33.863732613356355,32.710752028785215,25.636293945020434,24.087619791953028
Z3,12.677777777777777,40,40,normal,40.55605274801348,20.91712812579422,24.570061792647763,16.662738669989764,15.929918639296641,22.201809724115982,15.783916523421254,8.482674811520887
Z4,15.258333333333333,15,30,weekend,54.99169339872824,27.39980732841295,36.444660613928846,36.54369539949307,26.829308051213953,23.811367335150475,19.75148526868819,17.243715840460716
Z5,0.33888888888888885,20,20,rain,33.89200350051385,11.889251171068818,20.632325584699725,18.917048681077368,24.246009811710945,13.062548991134257,14.513836933528166,17.289764273595704
Z5,12.33888888888889,20,20,rain,47.417366942620525,21.017942541737277,29.3427430322587,24.797745722787845,24.193682519209826,19.44181683796781,19.769440293938857,14.833858704200551
Z3,6.177777777777778,10,40,weekend,53.157804286004236,28.94091681691192,36.38609794335706,34.71353520262104,25.845008798166255,26.739231618288457,26.89951477730948,14.385021351398505
Z4,3.2583333333333333,15,30,weekend,36.21647424048856,23.06995957548168,28.197642785185863,25.009598561415764,20.27416793478042,18.33997776643708,14.73423123717479,12.385572666522515
Z4,9.758333333333333,45,30,rain,41.686503874752034,22.33399603388938,28.322637604353105,24.590627393107706,20.883884194588504,21.958528131341676,17.837839553592342,18.389240609200513
Z1,0.0,0,0,rain,38.811852140756194,24.19645827083864,25.794343091781695,24.743091163403452,26.492528258621707,19.780919923002504,16.43413292479798,15.109537458677561
Z2,15.597222222222223,35,50,weekend,44.24934331185916,22.16019827429373,28.39362267597466,22.765183041297323,21.929542425572514,20.091416166130223,18.546660043744062,13.543571986152868
Z3,12.677777777777777,40,40,normal,38.344422000339506,18.24818270417581,24.761364953458017,21.800848230912983,20.892263648323777,19.14300175368949,18.11285585013245,14.834366476221536
Z2,3.5972222222222223,35,50,normal,29.17812862601603,12.81470863490232,13.639316445587308,13.429123052932598,16.937174545300543,9.47020828280007,9.340504116585736,9.21693725427559
Z3,12.677777777777777,40,40,weekend,42.346318008619505,23.622172461825453,23.835492353965567,29.078792028822633,26.03143894519567,19.56583677650504,20.750096130113977,16.426517762770075
Z2,21.09722222222222,5,50,rain,57.75617108849224,29.586498305453695,35.333313483643266,31.598429017140724,32.442493210759956,30.92580569783282,24.578489320793533,23.243602117763537
Z3,12.677777777777777,40,40,rain,40.71885360284569,25.11979259961251,30.325995142631186,26.936810088607743,21.961386811673222,17.23242064781636,19.708476239930793,15.677816252987189
Z5,0.33888888888888885,20,20,normal,32.25740554890899,11.323668609754682,16.16278949838654,17.66240453005331,13.986807057702956,14.5261704225068,13.005050478446233,11.974759067049321
Z4,3.2583333333333333,15,30,normal,31.592070847341724,15.135875843712471,19.37707316012802,20.931907029510793,19.501801587373006,16.831912195042097,14.730915645618317,10.817415146023645
Z4,15.258333333333333,15,30,weekend,49.33038285891107,29.31184825896095,38.14652986220897,38.06300152804288,26.145525986027625,25.184960543919882,23.087926987484543,23.61915001684831
Z6,15.919444444444444,55,10,normal,43.43818911931017,19.027545791818966,26.084241347910353,25.508864269646853,26.740472611749883,23.197754328470847,18.23802848456797,14.095359938255976
Z3,18.17777777777778,10,40,normal,47.80328231957995,23.38021074751271,34.23169098801592,33.5654468609074,27.441186611255528,27.355894359353222,23.49274586370892,16.400459183901667
Z2,3.5972222222222223,35,50,rain,37.33302379888391,17.6726495587285,22.340518262121968,20.23163024803761,18.158017303402378,20.199663833749124,18.958441094356708,12.343580580949395
Z5,18.83888888888889,50,20,rain,56.28391192703207,26.246567142826546,34.13897375546998,31.54610831422951,29.29751189363257,29.55054434987752,23.04164872220119,22.2895611049015
Z1,0.0,0,0,rain,38.809694360386075,19.362001140398757,25.78951174951614,24.242470980978034,21.522280447577515,15.686521583421086,15.474949677918213,13.964789234341042
Z4,21.758333333333333,45,30,weekend,63.60916640721189,33.583270639360556,46.68585400389779,41.398837424195854,29.801419005933372,31.455864213490194,27.39357682120217,29.78558429168649
Z3,12.677777777777777,40,40,weekend,43.546059467368785,19.99903334118679,28.653623002581522,30.31116431931624,18.516881284998107,17.484760436383638,19.71185612319431,11.484158228098888
Z1,12.0,0,0,normal,42.19660724751521,19.71382692217036,29.39984336905051,21.77532138255282,27.082927244287646,18.62153983218516,13.769934842220842,13.363638140441697
Z4,3.2583333333333333,15,30,weekend,37.73229484209597,15.469844200568087,21.055433345035468,23.905922763203282,20.203375079721457,17.20900728335074,16.569029557939157,20.06985245391673
Z3,18.17777777777778,10,40,weekend,57.384902815614886,31.36142064637764,41.60787285396319,42.79657559106913,34.97043263514149,27.67863126270889,30.368606808072805,18.63604439294557
Z3,12.677777777777777,40,40,weekend,42.294979190169904,22.56465707904323,29.118514923379966,30.3074361678578,23.950922339551706,23.353455504506684,21.354363411963554,16.53006402875359
Z1,12.0,0,0,normal,40.532140181581234,23.841428484169395,29.008224269903614,27.58866311949771,24.018222889430106,18.23369353863965,18.27007262785864,15.029921178595394
Z4,15.258333333333333,15,30,weekend,51.151141674878126,29.82853146475726,34.79693384602893,35.21963869967069,25.566747476773536,21.329616988919216,23.58866662966719,24.208329683204443
Z5,6.838888888888889,50,20,rain,49.958414811824476,27.429981107756127,32.220105907644545,28.722348080870184,26.060607035808488,23.979568097270583,20.799729902480472,24.974985054566055
Z5,6.838888888888889,50,20,rain,45.39626847993367,25.597254902311604,30.233310289826424,22.639798259225536,26.223862708249975,24.43305037410963,21.33076789953296,16.354657137661864
Z4,21.758333333333333,45,30,rain,63.135023018576646,39.51945131705287,42.026588948759425,39.93398950024147,34.754393215173565,27.25115191096434,22.762187420476785,25.774213617917056
Z1,0.0,0,0,rain,38.72951481958032,20.558253839042788,25.65792585750001,22.167591996446696,26.50083678786874,22.76311093500341,9.028168348649782,11.211185289801072
Z5,12.33888888888889,20,20,normal,39.20701850619872,17.543705341855517,22.60412141532962,21.29232187324313,20.07075237519419,21.749801919200166,19.113194928982633,15.580746234743692
Z3,12.677777777777777,40,40,weekend,40.18743156442706,24.54977682706354,27.8916463184173,30.551110402549785,23.78097226869093,21.088174927960914,22.853212212725328,12.177212980144695
Z3,6.177777777777778,10,40,rain,55.39111599924645,27.402463853447355,32.07788450563058,32.8475293638209,26.29851986981553,26.756719187569068,21.582136840519055,18.73531498346678
Z2,9.097222222222223,5,50,rain,37.17896600714122,20.41516990821477,24.41153847736284,20.51375329469329,18.898817438918652,26.67786194430615,17.34606680026313,16.501315699141692
Z5,12.33888888888889,20,20,normal,36.30275948616085,15.960353573005182,21.35087740991614,23.254893273471936,17.784174785376837,16.91371022651236,16.60587218839151,14.969502380056426
Z6,3.9194444444444443,55,10,weekend,36.109702201312004,17.80187034088366,25.84099836187419,23.092003696876784,22.48631913324385,17.47391823996051,13.75120369536366,8.986353630767352
Z2,9.097222222222223,5,50,rain,39.74116704998378,17.9428384694824,18.80676543217332,16.64124829129823,17.542627007462567,17.919013050978165,14.451525229668981,11.474272312375989
Z5,18.83888888888889,50,20,rain,59.277466871220206,26.94575091520327,34.60164954191056,31.088240621348447,30.239835938323637,28.148604064774,25.260494933835997,23.134906194120457
Z5,18.83888888888889,50,20,weekend,53.09989923128739,29.558088243438714,35.728825624910456,34.815131261964524,27.9481732505884,26.17134526996071,26.63047545413075,24.288067508960435
Z4,15.258333333333333,15,30,weekend,50.63418292103873,30.701089572274146,36.283566132857224,37.4715899472555,25.94618618684288,25.015885520868604,22.09749154739425,22.580106161529223
Z4,9.758333333333333,45,30,normal,34.308141135323176,19.007879873222787,19.915689731361063,19.1527819445814,14.964210377685712,14.24405601757136,10.500846938019322,13.955833297657188
Z6,21.419444444444444,25,10,normal,59.810564653640085,29.35283874895088,33.29677952926552,31.892877232626176,32.8513385406954,27.911576244116088,22.471242470121236,11.143025540820775
Z3,6.177777777777778,10,40,weekend,57.31948336271714,26.56049461841958,37.52830445594604,32.734570976085884,24.640050913587125,21.468456908068134,29.185724002882285,17.199170233634945
Z6,9.419444444444444,25,10,normal,36.47758289463859,17.613415057652873,17.33117160573646,21.226704769961334,19.401774831674246,14.133123311101473,13.395699420040794,12.500456090786136
Z3,18.17777777777778,10,40,weekend,59.96856709850383,29.756347816424313,41.29547432053071,36.34133631645222,27.60610340573514,29.44350735829528,27.583539003080546,19.257759808113207
Z4,3.2583333333333333,15,30,normal,34.3180076445674,16.484657584566826,26.173804624688525,21.5722010173723,16.050954399582185,18.126272615888347,11.617526427831534,12.077908200565009
Z2,15.597222222222223,35,50,weekend,42.25665839685557,21.114638203471227,32.76770667674306,28.168104632286198,23.098666756080647,21.36850231772553,19.765082517307363,13.919778028023382
Z5,12.33888888888889,20,20,weekend,39.798996366295064,18.525968505955273,29.31060489736928,26.044363946508863,23.782957598383604,21.00478356696347,19.787001008056684,11.607149226276409
Z4,21.758333333333333,45,30,rain,64.85239917856251,35.09306335426188,39.92892252427058,44.50173601507454,32.69206673599428,32.39939135411732,28.050729190776927,26.584716543066477
Z2,9.097222222222223,5,50,normal,28.33507360452456,15.54721372760135,24.414521472963216,16.139496203411298,15.971463877819218,13.101054106930196,16.55802072134643,11.127569795008464
Z6,3.9194444444444443,55,10,normal,31.88098893233046,16.62284592189138,22.637267251034395,19.145909195051377,19.882133664980483,14.600892663907375,9.5269233160137,9.79935940217713
Z2,3.5972222222222223,35,50,rain,32.918076444332314,16.701694847548072,19.056320496075088,20.369839988687076,18.653406527709894,17.475865856367452,11.716863430551019,9.99357611673103
Z6,9.419444444444444,25,10,normal,33.465641501523045,12.462342192917854,22.765960466364874,19.351651140371015,20.756854119925723,10.349824089137327,10.423433855452076,15.092605211007918
Z5,0.33888888888888885,20,20,normal,27.088682664402473,14.019746567799835,17.832679089689478,13.871003130114676,12.082892527884269,13.5984946063675,15.52801577834118,9.896259438854146
Z6,3.9194444444444443,55,10,rain,37.408690070309646,15.401877314710601,24.626260016442153,18.558464385717432,26.55023433312805,20.07431731736734,13.83753189527074,12.223683343638537
